"Problem","Package","File","Priority","Line","Description","Rule set","Rule"
"431","model.portfolio","src/model/portfolio/PortfolioHistoryModel.java","3","1","A high number of imports can indicate a high degree of coupling within an object.","Coupling Rules","ExcessiveImports"
"432","model.portfolio","src/model/portfolio/PortfolioHistoryModel.java","3","38","The class 'PortfolioHistoryModel' has a Cyclomatic Complexity of 3 (Highest = 14).","Code Size Rules","CyclomaticComplexity"
"433","model.portfolio","src/model/portfolio/PortfolioHistoryModel.java","3","38","This class has too many methods, consider refactoring it.","Code Size Rules","TooManyMethods"
"434","model.portfolio","src/model/portfolio/PortfolioHistoryModel.java","3","39","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"435","model.portfolio","src/model/portfolio/PortfolioHistoryModel.java","3","41","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"436","model.portfolio","src/model/portfolio/PortfolioHistoryModel.java","3","41","Private field 'selectedPortfolio' could be made final; it is only initialized in the declaration or constructor.","Design Rules","ImmutableField"
"437","model.portfolio","src/model/portfolio/PortfolioHistoryModel.java","3","42","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"438","model.portfolio","src/model/portfolio/PortfolioHistoryModel.java","3","43","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"439","model.portfolio","src/model/portfolio/PortfolioHistoryModel.java","3","43","Private field 'allTimeSeries' could be made final; it is only initialized in the declaration or constructor.","Design Rules","ImmutableField"
"440","model.portfolio","src/model/portfolio/PortfolioHistoryModel.java","3","44","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"441","model.portfolio","src/model/portfolio/PortfolioHistoryModel.java","3","45","Avoid excessively long variable names like propertyChangeSupport","Naming Rules","LongVariable"
"442","model.portfolio","src/model/portfolio/PortfolioHistoryModel.java","3","45","Private field 'propertyChangeSupport' could be made final; it is only initialized in the declaration or constructor.","Design Rules","ImmutableField"
"443","model.portfolio","src/model/portfolio/PortfolioHistoryModel.java","3","47","Use explicit scoping instead of the default package private level","Controversial Rules","DefaultPackage"
"444","model.portfolio","src/model/portfolio/PortfolioHistoryModel.java","3","51","Parameter 'model' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"445","model.portfolio","src/model/portfolio/PortfolioHistoryModel.java","3","55","Avoid using if statements without curly braces","Braces Rules","IfStmtsMustUseBraces"
"446","model.portfolio","src/model/portfolio/PortfolioHistoryModel.java","3","59","Avoid variables with short names like t","Naming Rules","ShortVariable"
"447","model.portfolio","src/model/portfolio/PortfolioHistoryModel.java","3","59","Local variable 't' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"448","model.portfolio","src/model/portfolio/PortfolioHistoryModel.java","3","59","To be compliant to J2EE, a webapp should not use any thread.","J2EE Rules","DoNotUseThreads"
"449","model.portfolio","src/model/portfolio/PortfolioHistoryModel.java","3","59","To be compliant to J2EE, a webapp should not use any thread.","J2EE Rules","DoNotUseThreads"
"450","model.portfolio","src/model/portfolio/PortfolioHistoryModel.java","3","59","To be compliant to J2EE, a webapp should not use any thread.","J2EE Rules","DoNotUseThreads"
"451","model.portfolio","src/model/portfolio/PortfolioHistoryModel.java","3","68","Avoid variables with short names like t2","Naming Rules","ShortVariable"
"452","model.portfolio","src/model/portfolio/PortfolioHistoryModel.java","3","68","Local variable 't2' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"453","model.portfolio","src/model/portfolio/PortfolioHistoryModel.java","3","68","To be compliant to J2EE, a webapp should not use any thread.","J2EE Rules","DoNotUseThreads"
"454","model.portfolio","src/model/portfolio/PortfolioHistoryModel.java","3","68","To be compliant to J2EE, a webapp should not use any thread.","J2EE Rules","DoNotUseThreads"
"455","model.portfolio","src/model/portfolio/PortfolioHistoryModel.java","3","77","Avoid variables with short names like t3","Naming Rules","ShortVariable"
"456","model.portfolio","src/model/portfolio/PortfolioHistoryModel.java","3","77","Local variable 't3' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"457","model.portfolio","src/model/portfolio/PortfolioHistoryModel.java","3","97","Assigning an Object to null is a code smell.  Consider refactoring.","Controversial Rules","NullAssignment"
"458","model.portfolio","src/model/portfolio/PortfolioHistoryModel.java","3","98","Assigning an Object to null is a code smell.  Consider refactoring.","Controversial Rules","NullAssignment"
"459","model.portfolio","src/model/portfolio/PortfolioHistoryModel.java","3","101","Local variable 'tableColumnNames' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"460","model.portfolio","src/model/portfolio/PortfolioHistoryModel.java","5","102","Found 'DD'-anomaly for variable 'rows' (lines '102'-'111').","Controversial Rules","DataflowAnomalyAnalysis"
"461","model.portfolio","src/model/portfolio/PortfolioHistoryModel.java","3","104","Avoid variables with short names like df","Naming Rules","ShortVariable"
"462","model.portfolio","src/model/portfolio/PortfolioHistoryModel.java","5","104","Found 'DU'-anomaly for variable 'df' (lines '104'-'131').","Controversial Rules","DataflowAnomalyAnalysis"
"463","model.portfolio","src/model/portfolio/PortfolioHistoryModel.java","3","104","Local variable 'df' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"464","model.portfolio","src/model/portfolio/PortfolioHistoryModel.java","5","107","Found 'DU'-anomaly for variable 'fmt' (lines '107'-'131').","Controversial Rules","DataflowAnomalyAnalysis"
"465","model.portfolio","src/model/portfolio/PortfolioHistoryModel.java","3","110","Avoid variables with short names like sp","Naming Rules","ShortVariable"
"466","model.portfolio","src/model/portfolio/PortfolioHistoryModel.java","5","111","Found 'DD'-anomaly for variable 'rows' (lines '111'-'112').","Controversial Rules","DataflowAnomalyAnalysis"
"467","model.portfolio","src/model/portfolio/PortfolioHistoryModel.java","5","112","Found 'DD'-anomaly for variable 'rows' (lines '112'-'114').","Controversial Rules","DataflowAnomalyAnalysis"
"468","model.portfolio","src/model/portfolio/PortfolioHistoryModel.java","5","114","Found 'DD'-anomaly for variable 'rows' (lines '114'-'116').","Controversial Rules","DataflowAnomalyAnalysis"
"469","model.portfolio","src/model/portfolio/PortfolioHistoryModel.java","5","116","Found 'DD'-anomaly for variable 'rows' (lines '116'-'119').","Controversial Rules","DataflowAnomalyAnalysis"
"470","model.portfolio","src/model/portfolio/PortfolioHistoryModel.java","3","119","Avoid instantiating new objects inside loops","Optimization Rules","AvoidInstantiatingObjectsInLoops"
"471","model.portfolio","src/model/portfolio/PortfolioHistoryModel.java","5","119","Found 'DD'-anomaly for variable 'rows' (lines '119'-'111').","Controversial Rules","DataflowAnomalyAnalysis"
"472","model.portfolio","src/model/portfolio/PortfolioHistoryModel.java","5","119","Found 'DD'-anomaly for variable 'rows' (lines '119'-'124').","Controversial Rules","DataflowAnomalyAnalysis"
"473","model.portfolio","src/model/portfolio/PortfolioHistoryModel.java","5","124","Found 'DD'-anomaly for variable 'rows' (lines '124'-'125').","Controversial Rules","DataflowAnomalyAnalysis"
"474","model.portfolio","src/model/portfolio/PortfolioHistoryModel.java","3","125","Avoid instantiating new objects inside loops","Optimization Rules","AvoidInstantiatingObjectsInLoops"
"475","model.portfolio","src/model/portfolio/PortfolioHistoryModel.java","5","125","Found 'DD'-anomaly for variable 'rows' (lines '125'-'126').","Controversial Rules","DataflowAnomalyAnalysis"
"476","model.portfolio","src/model/portfolio/PortfolioHistoryModel.java","5","126","Found 'DD'-anomaly for variable 'rows' (lines '126'-'111').","Controversial Rules","DataflowAnomalyAnalysis"
"477","model.portfolio","src/model/portfolio/PortfolioHistoryModel.java","3","134","Avoid using if statements without curly braces","Braces Rules","IfStmtsMustUseBraces"
"478","model.portfolio","src/model/portfolio/PortfolioHistoryModel.java","3","135","A method should have only one exit point, and that should be the last statement in the method","Controversial Rules","OnlyOneReturn"
"479","model.portfolio","src/model/portfolio/PortfolioHistoryModel.java","3","145","The method 'getBalanceTimeSeries' has a Cyclomatic Complexity of 14.","Code Size Rules","CyclomaticComplexity"
"480","model.portfolio","src/model/portfolio/PortfolioHistoryModel.java","3","145","The method getBalanceTimeSeries() has an NPath complexity of 649","Code Size Rules","NPathComplexity"
"481","model.portfolio","src/model/portfolio/PortfolioHistoryModel.java","3","148","Substitute calls to size() == 0 (or size() != 0) with calls to isEmpty()","Design Rules","UseCollectionIsEmpty"
"482","model.portfolio","src/model/portfolio/PortfolioHistoryModel.java","3","161","Avoid instantiating new objects inside loops","Optimization Rules","AvoidInstantiatingObjectsInLoops"
"483","model.portfolio","src/model/portfolio/PortfolioHistoryModel.java","5","182","Found 'DU'-anomaly for variable 'investedSoFar' (lines '182'-'226').","Controversial Rules","DataflowAnomalyAnalysis"
"484","model.portfolio","src/model/portfolio/PortfolioHistoryModel.java","3","185","Avoid using if...else statements without curly braces","Braces Rules","IfElseStmtsMustUseBraces"
"485","model.portfolio","src/model/portfolio/PortfolioHistoryModel.java","3","187","Avoid using if...else statements without curly braces","Braces Rules","IfElseStmtsMustUseBraces"
"486","model.portfolio","src/model/portfolio/PortfolioHistoryModel.java","5","190","Found 'DD'-anomaly for variable 'endDate' (lines '190'-'192').","Controversial Rules","DataflowAnomalyAnalysis"
"487","model.portfolio","src/model/portfolio/PortfolioHistoryModel.java","5","190","Found 'DD'-anomaly for variable 'endDate' (lines '190'-'195').","Controversial Rules","DataflowAnomalyAnalysis"
"488","model.portfolio","src/model/portfolio/PortfolioHistoryModel.java","3","192","Avoid instantiating new objects inside loops","Optimization Rules","AvoidInstantiatingObjectsInLoops"
"489","model.portfolio","src/model/portfolio/PortfolioHistoryModel.java","3","195","Avoid using if...else statements without curly braces","Braces Rules","IfElseStmtsMustUseBraces"
"490","model.portfolio","src/model/portfolio/PortfolioHistoryModel.java","5","205","Found 'DD'-anomaly for variable 'currentValue' (lines '205'-'214').","Controversial Rules","DataflowAnomalyAnalysis"
"491","model.portfolio","src/model/portfolio/PortfolioHistoryModel.java","3","208","Avoid instantiating new objects inside loops","Optimization Rules","AvoidInstantiatingObjectsInLoops"
